zip_code,median_price,median_price_sqft,listing_count,median_house_size,zhvi_current,growth_1yr,growth_5yr,log_median_price,price_to_zhvi
10958,585000.0,253.086,5,2189.0,473045.8812945962,0.039562868248130295,0.44163137200980285,13.279368,1.2366665119227256
10960,995000.0,398.46155,39,2800.0,754764.2888395468,0.05134796267504538,0.3097521025948299,13.810499,1.3182923658587724
10962,699999.0,225.51514,3,3104.0,730973.8328732486,0.047355151508569164,0.3294583039122995,13.458836,0.9576252507541954
10963,299000.0,179.15094,7,1698.0,424111.2739361393,0.014630878078300115,0.4184935149027859,12.608202,0.7050036591223039
10964,1.54495e+06,308.55322,4,3985.0,935043.3957679324,0.06602534934244088,0.40547705286250285,14.250503,1.652276254762661
10965,697000.0,312.5346,22,2683.5,703075.8545162715,0.05862688185690953,0.3760614580102539,13.454542,0.9913581806611013
10968,885000.0,414.68384,14,2185.0,787124.5814165153,0.07376544061046593,0.34111614676924695,13.693344,1.1243455240685627
10969,374000.0,251.15652,4,1502.0,476935.84576168406,0.031306492481917886,0.41421962638185605,12.832014,0.7841725534441812
10970,465000.0,272.23132,9,2019.0,719758.0426879675,0.04093649281862114,0.5591128162965463,13.049795,0.6460504397608916
10973,489950.0,213.82014,6,2476.0,516769.0982224095,0.044511786929446885,0.42526334293767803,13.10206,0.9481023569043462
10974,750000.0,332.59424,5,2388.0,542085.7021449509,0.019800848728421232,0.44089716463878376,13.52783,1.3835450686715474
10976,2.462e+06,727.5121,2,2647.5,738231.9146328507,0.05399721795519719,0.38242086677037274,14.716485,3.3349953465835207
10977,665000.0,354.63828,47,1808.0,879583.1063772856,0.035670490564045684,0.6029354981300252,13.407544,0.7560399866465342
10980,746250.0,283.31934,24,2686.0,641199.5099900961,0.032537881955454005,0.4308410856499131,13.522818,1.163834326716074
10983,497500.0,345.62842,6,1274.0,728375.5004568802,0.04872703051545326,0.3551196133605845,13.1173525,0.6830268174697509
10984,587000.0,276.0804,6,2006.0,736355.0890104659,0.05651108136028436,0.589127997678954,13.282782,0.7971697469882726
10986,824888.0,202.27759,3,4078.0,677087.100532316,0.020826496421943605,0.416336219694411,13.623004,1.2182893446817773
10987,957500.0,346.4345,22,2697.0,1250739.5815182866,0.09884948014728213,0.5853312723243121,13.772082,0.76554705243891
10988,474900.0,125.3365,1,3789.0,340239.1893324134,0.038520994301785,0.4616929743124659,13.070862,1.395782775440436
10989,683500.0,267.8178,16,2573.0,636322.750136564,-0.005256918606270215,0.33284169558005583,13.434983,1.0741404418643072
10990,699900.0,261.7878,45,2600.0,566592.5017911334,0.04293755993531199,0.40734825993245655,13.458694,1.2352793194181884
10992,492450.0,203.86417,24,2579.5,518160.10759450914,0.04497943752425879,0.4937128752975352,13.10715,0.9503819240082665
10993,436999.5,274.36072,2,1721.5,426009.0792091345,0.019581465475445033,0.40853367103173704,12.98769,1.0257985600008073
10994,711000.0,269.11432,5,2642.0,787027.2741146982,0.03535848745663887,0.3376849696324833,13.474429,0.9033994416518553
10998,536950.0,218.78313,12,2492.5,536854.9204402886,0.038083864564027084,0.4682252348354173,13.193662,1.0001771047560362
11001,750000.0,499.09998,38,1573.0,850820.7883434476,0.057282996271688036,0.250141788997488,13.52783,0.8815017337085214
11003,699000.0,416.02563,35,1915.0,726202.0877963234,0.05503287641993642,0.3245046236278016,13.457407,0.9625419862412284
11004,839000.0,582.78455,13,1208.0,614739.6696826204,0.021572649464419464,-0.16174322393253698,13.639967,1.3648053662018613
