zip_code,zhvi_current,zhvi_1yr_ago,growth_1yr,growth_5yr
78577,164008.36046507585,167355.21360149156,-0.01999849938577522,0.3564080275402842
78641,432222.96088257775,463124.3385449429,-0.06672371778052513,0.1346324434877371
93535,429991.42081954033,441461.4944269896,-0.025982047703474634,0.2730441083203503
77459,397504.5227461793,405990.2633287548,-0.02090134012820914,0.26420987181860855
10469,691911.532162587,636973.4186201062,0.08624867527674054,0.24436520840153178
10029,750805.4814988407,759946.3317048257,-0.012028283872992566,-0.10353522612701635
92704,894995.0912030867,901876.2148911296,-0.007629787297221977,0.3539432609300011
93274,355537.8398748264,355477.894558005,0.00016863303665036588,0.2987522106382188
11218,937591.3513800452,916937.7639898529,0.02252452478380079,0.02397727088913734
75035,647056.8306881333,690699.460177586,-0.06318613522331655,0.3918996126865083
11212,662780.1198038002,657484.5939126556,0.008054220494553723,0.1580190453798628
10462,247375.74240887133,241005.48606020972,0.026431997266112645,0.08862138884665799
91335,806453.7356731346,812837.5727842004,-0.007853767252908107,0.25431204607788715
27610,319366.3259123417,330412.67982033937,-0.03343199151438157,0.320394503312988
60634,363783.67375501135,348275.56341364415,0.04452827579794433,0.22570928453642777
30349,251859.26769831288,266830.87189515826,-0.05610896554251766,0.21966507638615018
94533,539168.3905996514,555361.9058869869,-0.029158491275112393,0.11535134491755122
28027,414961.3922077692,422591.2036230834,-0.018054827809713174,0.3510793760557207
34787,571202.1042040773,591749.8753789689,-0.03472374398343962,0.392748626365126
87121,289286.3627888386,283278.04938486294,0.021209950495715113,0.4998439846220582
76244,383731.6809677994,393405.14091873943,-0.024589053229830984,0.2520112192408129
77083,262914.56215100596,268552.71647354914,-0.020994590546614362,0.2672926550213683
10002,952146.5877989857,934606.0237304074,0.018767869693977042,-0.1638782679679491
23464,409275.4801596354,396406.33135254984,0.032464539007678504,0.3058982013334715
76063,439959.7946074028,448735.50973127474,-0.019556542626027656,0.25150093924130246
10466,658359.6965362047,606866.9282372104,0.08485018033288995,0.22063601169070338
11375,523122.2625216865,516439.7179096672,0.012939641124171238,-0.2540869934837029
98052,1364872.552759627,1399554.378206073,-0.024780620164898903,0.39189137574782223
34953,396878.9374150089,405039.4805386372,-0.020147525156747923,0.4188751720612728
33024,465747.86405379727,488399.09360749513,-0.04637852496078066,0.38098871274060503
33411,465668.0653929887,476302.7199391804,-0.022327511687419487,0.4112044918698981
75002,457421.9582870552,489395.2099216383,-0.06533217119085136,0.3078870383618647
79912,315701.47698940645,312633.87968611124,0.009812107716460952,0.3886614117858147
93536,538471.2051514414,546146.3794476796,-0.014053328164511804,0.2248012953410971
91709,997416.02043678,985953.051620974,0.011626282607432545,0.40712131830876286
91910,831998.33906492,839229.4568857116,-0.008616377513279327,0.31024324125146957
98012,999062.385770636,1034052.6542687766,-0.033837994954796335,0.41792330047289206
94513,805371.4110213583,835558.4933584122,-0.0361280300266245,0.13302802433810776
